hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
"THE SINGH EMPIRE, New Delhi","₹ 3,188",8.0,Very good,"1,169","Paharganj, New Delhi",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 382 taxes and charges,4,1 night, 2 adults,"₹ 3,188",False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hotel Black Stone - Vasundhara - Near Vaishali Metro,"₹ 1,599",7.9,Good,21,Ghaziabad,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 192 taxes and charges,3,1 night, 2 adults,"₹ 1,599",False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Free WiFi, Family rooms"
Hotel Tripple Tree - Karol Bagh,"₹ 5,939",8.0,Very good,225,"Karol bagh, New Delhi",Deluxe Double Room,1 large double bed,+₹ 713 taxes and charges,4,1 night, 2 adults,"₹ 5,939",True,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, Family rooms, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
Saltstayz - Sohna Road,"₹ 2,831",8.6,Fabulous,111,"Sector 40 - 44, Gurgaon",Deluxe Room,1 double bed,+₹ 340 taxes and charges,3,1 night, 2 adults,"₹ 2,831",True,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Free parking, Free WiFi, Good breakfast"
The Vivaan Hotel & Resorts,"₹ 12,099",7.3,Good,61,Karnāl,Standard Double Room,1 large double bed,"+₹ 2,178 taxes and charges",0,1 night, 2 adults,"₹ 12,099",False,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Restaurant, Facilities for disabled guests, Free parking, Free WiFi, Bar, Breakfast"
The Vertigo,"₹ 4,539",8.0,Very good,122,Noida,Deluxe Room,1 large double bed,+₹ 545 taxes and charges,3,1 night, 2 adults,"₹ 4,539",False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Very good breakfast"
Flora Residency,"₹ 2,299",7.5,Good,386,"Sector 40 - 44, Gurgaon",Double or Twin Room,1 extra-large double bed,+₹ 276 taxes and charges,3,1 night, 2 adults,"₹ 2,299",True,True,2024-03-05,2024-03-06,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Facilities for disabled guests, Free parking, Free WiFi, 24-hour front desk, Good breakfast"
Neemrana Fort-Palace,"₹ 9,000",7.5,Good,709,Neemrana,Heritage Romance Room,1 double bed,"+₹ 1,620 taxes and charges",4,1 night, 2 adults,"₹ 9,000",True,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Spa and wellness centre, Non-smoking rooms, Restaurant, Facilities for disabled guests, Free parking, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
Noormahal Palace Hotel,"₹ 28,665",6.7,Review score,65,Karnāl,Club Double Room,1 double bed,"+₹ 5,160 taxes and charges",5,1 night, 2 adults,"₹ 28,665",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Bar, Very good breakfast"
Radisson Blu Faridabad,"₹ 15,499",7.6,Good,745,Faridabad,Superior Double or Twin Room - 15% Dis on FnB,Beds: 1 double or 2 singles,"+₹ 2,790 taxes and charges",5,1 night, 2 adults,"₹ 15,499",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
"Crowne Plaza Greater Noida, an IHG Hotel","₹ 7,687",8.0,Very good,731,Greater Noida,Standard King Bed Smoking,1 extra-large double bed,"+₹ 1,384 taxes and charges",5,1 night, 2 adults,"₹ 7,687",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Days Hotel Neemrana,"₹ 2,975",6.9,Review score,147,Neemrana,Premium King Room,1 double bed,+₹ 357 taxes and charges,3,1 night, 2 adults,"₹ 2,975",True,True,2024-03-05,2024-03-06,"Indoor swimming pool, Airport shuttle, Spa and wellness centre, Room service, Non-smoking rooms, Restaurant, Free parking, Fitness centre, Bar, Breakfast"
Courtyard by Marriott Aravali Resort,"₹ 22,500",8.6,Fabulous,48,Faridabad,Deluxe Twin Room with Balcony,2 single beds,"+₹ 4,050 taxes and charges",5,1 night, 2 adults,"₹ 22,500",True,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Breakfast"
Hotel Smart Plaza Delhi Airport,"₹ 3,239",7.5,Good,"3,837","South West, New Delhi",Deluxe Double Room,1 double bed,+₹ 389 taxes and charges,4,1 night, 2 adults,"₹ 3,239",False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, Family rooms, 24-hour front desk, Laundry, Breakfast"
Avatar Living @Safdarjung Enclave,"₹ 6,804",8.9,Fabulous,277,"Safdarjung Enclave, New Delhi",Deluxe Double Room,1 large double bed,+₹ 816 taxes and charges,0,1 night, 2 adults,"₹ 6,804",True,True,2024-03-05,2024-03-06,"Airport shuttle (free), Non-smoking rooms, Room service, Free parking, Free WiFi, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms"
The Dadhikar Fort Hotel,"₹ 13,196",7.5,Good,53,Alwar,Deluxe Room,1 double bed,"+₹ 2,375 taxes and charges",4,1 night, 2 adults,"₹ 13,890",True,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Free parking, Family rooms, Very good breakfast"
"Holiday Inn New Delhi International Airport, an IHG Hotel","₹ 13,629",7.8,Good,"5,511","South West, New Delhi",One King Bed Standard- Non-Smoking,1 extra-large double bed,"+₹ 2,453 taxes and charges",5,1 night, 2 adults,"₹ 13,629",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hotel Admire Inn By F9 Hotels,"₹ 2,699",8.0,Very good,269,Ghaziabad,Deluxe Double Room,1 extra-large double bed,+₹ 324 taxes and charges,3,1 night, 2 adults,"₹ 2,699",False,True,2024-03-05,2024-03-06,"Room service, Restaurant, Free parking, Free WiFi, Superb breakfast"
Park Plaza Faridabad,"₹ 7,200",7.0,Good,309,Faridabad,Superior Double or Twin Room,Beds: 1 double or 2 singles,+₹ 864 taxes and charges,4,1 night, 2 adults,"₹ 7,200",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Bar, Good breakfast"
Novotel New Delhi Aerocity- International Airport,"₹ 20,500",7.7,Good,"5,342","South West, New Delhi",Standard King Room with WiFi,1 double bed,"+₹ 3,690 taxes and charges",5,1 night, 2 adults,"₹ 20,500",True,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Bar, Very good breakfast"
Radisson Blu Plaza Delhi Airport,"₹ 18,540",8.1,Very good,"5,625","Mahipalpur, New Delhi",Superior Room with Happy Hours 03:00 PM to 06:00 PM 1+1 & Free Pick up and drop to Worldmark Aerocity (subject to car availability),Beds: 1 double or 2 singles,"+₹ 4,264 taxes and charges",5,1 night, 2 adults,"₹ 18,540",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hindustan- by Backpackers Heaven,"₹ 1,882",7.6,Good,"1,220","Paharganj, New Delhi",Family Room,2 large double beds,+₹ 226 taxes and charges,4,1 night, 2 adults,"₹ 1,882",False,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Free parking, Free WiFi, Family rooms, Terrace, Laundry, Daily housekeeping, Air conditioning"
"Staybook - Hotel Jyoti Mahal New Delhi Railway Station, Paharganj","₹ 4,199",8.0,Very good,98,"Paharganj, New Delhi",Deluxe Double Room,1 double bed,+₹ 504 taxes and charges,4,1 night, 2 adults,"₹ 4,199",False,True,2024-03-05,2024-03-06,"Indoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Facilities for disabled guests, Free parking, Free WiFi, Family rooms, Breakfast"
SaltStayz Sector 39 - Subhash Chowk,"₹ 2,907",8.4,Very good,86,"Sector 40 - 44, Gurgaon",Double Room with Balcony,1 extra-large double bed,+₹ 349 taxes and charges,3,1 night, 2 adults,"₹ 2,907",True,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk, Very good breakfast"
Utsav Camp Sariska,"₹ 14,500",8.2,Very good,21,Tehla,Superior Double Room,1 double bed,"+₹ 2,610 taxes and charges",3,1 night, 2 adults,"₹ 14,500",True,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Free parking, Restaurant, Non-smoking rooms, Free WiFi, Breakfast"
"Holiday Inn Gurugram Sector 90, an IHG Hotel","₹ 6,183",7.5,Good,"1,068",Gurgaon,STANDARD ROOM NS WITH 10% DISC ON F&B,Beds: 1 double or 2 singles,+₹ 742 taxes and charges,5,1 night, 2 adults,"₹ 6,183",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Fitness centre, Facilities for disabled guests, Free parking, Free WiFi, Tea/coffee maker in all rooms, Very good breakfast"
Hotel Grand Tushar-Ghaziabad Railway Station,"₹ 1,169",7.8,Good,86,Ghaziabad,Double Room with Private Bathroom,1 extra-large double bed,+₹ 140 taxes and charges,3,1 night, 2 adults,"₹ 1,799",False,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Free parking, Family rooms, Fabulous breakfast"
Ramada Neemrana,"₹ 4,750",6.4,Review score,248,Neemrana,King Room - Non-Smoking,1 double bed,+₹ 570 taxes and charges,4,1 night, 2 adults,"₹ 4,750",True,True,2024-03-05,2024-03-06,"Room service, Non-smoking rooms, Restaurant, Facilities for disabled guests, Free parking, Fitness centre, Free WiFi, Tea/coffee maker in all rooms, Bar, Breakfast"
The Gateway Resort Damdama Lake,"₹ 15,000",7.5,Good,394,Gurgaon,Superior Resort Room Courtyard View Twin Bed,1 single bed,"+₹ 2,700 taxes and charges",5,1 night, 2 adults,"₹ 15,000",True,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Free WiFi, Bar, Good breakfast"
"Taj Palace, New Delhi","₹ 18,000",8.6,Fabulous,"3,936","Chanakyapuri, New Delhi","Superior Room, Twin bed",2 single beds,"+₹ 3,240 taxes and charges",5,1 night, 2 adults,"₹ 18,000",True,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Clayton near IGI airport Delhi,"₹ 1,176",7.5,Good,155,"South West, New Delhi",Double Room,1 double bed,+₹ 141 taxes and charges,4,1 night, 2 adults,"₹ 2,939",True,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Spa and wellness centre, Free parking, Free WiFi, Family rooms, 24-hour front desk, Bar, Tea/coffee maker in all rooms, Superb breakfast"
Aloft New Delhi Aerocity,"₹ 12,250",8.2,Very good,"2,806","South West, New Delhi","2 Twin/Single Beds, City View, Aloft Room",2 single beds,"+₹ 2,205 taxes and charges",5,1 night, 2 adults,"₹ 12,250",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Free parking, Tea/coffee maker in all rooms, Bar, Very good breakfast"
The Leela Palace New Delhi,"₹ 29,000",9.0,Superb,795,"South Delhi, New Delhi",Grand Deluxe Room,1 extra-large double bed,"+₹ 5,220 taxes and charges",5,1 night, 2 adults,"₹ 29,000",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Bar, Fabulous breakfast"
Treebo Trend Grand Town House,"₹ 5,940",7.3,Good,57,Faridabad,Deluxe Double Room,1 large double bed,+₹ 713 taxes and charges,3,1 night, 2 adults,"₹ 8,866",True,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, Family rooms"
The Leela Ambience Gurugram Hotel & Residences,"₹ 23,000",8.8,Fabulous,"1,640","DLF Cyber City, Gurgaon",Deluxe King Room,1 extra-large double bed,"+₹ 4,140 taxes and charges",5,1 night, 2 adults,"₹ 23,000",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Bar, Fabulous breakfast"
FabExpress Indraprastha,"₹ 2,973",7.9,Good,10,"East Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 357 taxes and charges,3,1 night, 2 adults,"₹ 2,973",False,True,2024-03-05,2024-03-06,"Free parking, Free WiFi"
Saltstayz Grand Sky - Unitech Cyber Park,"₹ 5,164",9.4,Superb,81,"Sector 40 - 44, Gurgaon",Studio with Balcony,Entire studio • 1 bathroom • 1 kitchen • 41m²,+₹ 620 taxes and charges,4,1 night, 2 adults,"₹ 5,164",True,True,2024-03-05,2024-03-06,"Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Exceptional breakfast"
The Westin Sohna Resort & Spa,"₹ 20,500",8.4,Very good,394,Gurgaon,"Premier Room, Guest room, 1 King, Garden view",1 extra-large double bed,"+₹ 3,690 taxes and charges",5,1 night, 2 adults,"₹ 20,500",True,True,2024-03-05,2024-03-06,"2 swimming pools, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Sakura by Maps,"₹ 3,639",7.4,Good,80,"Sector 40 - 44, Gurgaon",Standard Double Room,1 double bed,+₹ 437 taxes and charges,4,1 night, 2 adults,"₹ 3,639",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Hyatt Regency Delhi,"₹ 11,250",7.7,Good,"2,202","South Delhi, New Delhi",Twin Room,2 single beds,"+₹ 2,689 taxes and charges",5,1 night, 2 adults,"₹ 11,250",False,True,2024-03-05,2024-03-06,"2 swimming pools, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Good breakfast"
Pullman New Delhi Aerocity- International Airport,"₹ 21,650",8.2,Very good,"2,461","South West, New Delhi","Deluxe King Room with Bathtub ,Free WiFi",1 large double bed,"+₹ 3,897 taxes and charges",5,1 night, 2 adults,"₹ 21,650",True,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Bar, Very good breakfast"
Hotel namo,₹ 624,8.0,Very good,48,Alwar,Deluxe Double Room,1 double bed,+₹ 75 taxes and charges,0,1 night, 2 adults,₹ 624,False,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Free parking, Free WiFi, Family rooms, Tea/coffee maker in all rooms"
"Crowne Plaza New Delhi Mayur Vihar Noida, an IHG Hotel","₹ 8,350",8.2,Very good,"2,190","Mayur Vihar Phase 1, New Delhi",Club King Room with Evening Cocktail Hours from 1800 Hrs. till 2000 Hrs. with 2+2 snacks,1 double bed,"+₹ 1,503 taxes and charges",5,1 night, 2 adults,"₹ 8,350",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Bar, Good breakfast"
Aadvan Farmhouse,"₹ 9,450",NA,NA,NA,Sohna,Double Room with Balcony,"4 beds (2 doubles, 2 large doubles)","+₹ 1,701 taxes and charges",0,1 night, 2 adults,"₹ 9,450",True,True,2024-03-05,2024-03-06,"Swimming Pool, Free parking, Free WiFi"
The Prime Delhi,"₹ 4,050",8.3,Very good,"1,568","Paharganj, New Delhi",Superior Double or Twin Room,Multiple bed types,+₹ 486 taxes and charges,4,1 night, 2 adults,"₹ 4,500",False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Facilities for disabled guests, Free parking, Free WiFi, Tea/coffee maker in all rooms, Very good breakfast"
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel","₹ 7,249",7.5,Good,"1,919","Mayur Vihar Phase 1, New Delhi",1 king Bed Standard,1 extra-large double bed,+₹ 870 taxes and charges,5,1 night, 2 adults,"₹ 7,249",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Good breakfast"
Park Inn By Radisson Gurgaon Bilaspur,"₹ 3,999",7.6,Good,277,Manesar,Superior Double or Twin Room,Beds: 1 double or 2 singles,+₹ 480 taxes and charges,4,1 night, 2 adults,"₹ 3,999",False,False,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Breakfast"
"Ambassador, New Delhi - IHCL SeleQtions","₹ 15,500",7.7,Good,964,"Central Delhi, New Delhi","Superior Room Queen Bed with 15% off on Food and Soft Beverages, Happy Hours (Buy 1 & Get 1) on select menu at InSomnia",1 large double bed,"+₹ 2,790 taxes and charges",5,1 night, 2 adults,"₹ 15,500",False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Radisson Gurugram Udyog Vihar,"₹ 18,000",7.5,Good,"1,420","Udyog Vihar, Gurgaon",Superior Room with 1+1 IMFL at The Brew Bar,Beds: 1 double or 2 singles,"+₹ 3,240 taxes and charges",5,1 night, 2 adults,"₹ 18,000",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Bar, Good breakfast"
"Vivanta New Delhi, Dwarka","₹ 11,520",8.1,Very good,"2,506","Dwarka, New Delhi",Deluxe Room City View King Bed,1 extra-large double bed,"+₹ 2,074 taxes and charges",5,1 night, 2 adults,"₹ 11,520",False,True,2024-03-05,2024-03-06,"2 swimming pools, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Private parking, Bar, Very good breakfast"
Olive Service Apartments - City Centre Noida,"₹ 10,335",8.9,Fabulous,55,Noida,Apartment with Terrace,1 extra-large double bed,"+₹ 1,860 taxes and charges",0,1 night, 2 adults,"₹ 10,335",False,True,2024-03-05,2024-03-06,"Non-smoking rooms, Room service, Fitness centre, Free parking, Free WiFi, Family rooms, Tea/coffee maker in all rooms"
The Grand Barso (A Luxury Heritage),"₹ 4,600",6.6,Review score,11,Bharatpur,Double Room with Garden View,1 extra-large double bed,+₹ 552 taxes and charges,0,1 night, 2 adults,"₹ 4,600",False,True,2024-03-05,2024-03-06,"Restaurant, Non-smoking rooms, Room service, Free parking, Breakfast"
Hotel Emporio Near New Delhi Railway Station,₹ 855,7.4,Good,"1,252","Paharganj, New Delhi",Day Use Room For 6 hours Strictly From (12 PM to 6 PM),1 double bed,+₹ 103 taxes and charges,3,1 night, 2 adults,₹ 855,False,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Free WiFi, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Superb breakfast"
OYO Mide Highway Hotel & Restaurant,"₹ 2,586",5.5,Review score,2,Khurja,Standard Double Room,1 large double bed,+₹ 334 taxes and charges,3,1 night, 2 adults,"₹ 3,978",True,True,2024-03-05,2024-03-06,Room service
Roseate House New Delhi,"₹ 21,774",7.9,Good,"1,347","South West, New Delhi",Deluxe Room,Multiple bed types,"+₹ 3,919 taxes and charges",5,1 night, 2 adults,"₹ 21,774",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Bar, Good breakfast"
Saltstayz Hotel Huda City Center,"₹ 3,366",8.6,Fabulous,190,Gurgaon,Deluxe Room,1 extra-large double bed,+₹ 404 taxes and charges,3,1 night, 2 adults,"₹ 3,366",True,True,2024-03-05,2024-03-06,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, Family rooms, 24-hour front desk, Very good breakfast"
"Welcomhotel by ITC Hotels, Dwarka, New Delhi","₹ 12,960",7.0,Good,"2,795","Dwarka, New Delhi",Deluxe Double Room,1 large double bed,"+₹ 2,333 taxes and charges",5,1 night, 2 adults,"₹ 12,960",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Facilities for disabled guests, Free parking, Bar, Good breakfast"
Sheraton New Delhi Hotel,"₹ 26,000",8.5,Very good,"1,188","Saket, New Delhi",Deluxe Double or Twin Room,1 double bed,"+₹ 4,680 taxes and charges",5,1 night, 2 adults,"₹ 26,000",True,True,2024-03-05,2024-03-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Free parking, Bar, Very good breakfast"
Taj City Centre Gurugram,"₹ 20,500",8.7,Fabulous,"1,968","Sector 40 - 44, Gurgaon","Superior Room king bed with upgrade to Deluxe Room (Subject to avl),10% discount on food & Soft Beverages",1 extra-large double bed,"+₹ 3,690 taxes and charges",5,1 night, 2 adults,"₹ 20,500",False,True,2024-03-05,2024-03-06,"2 swimming pools, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Fabulous breakfast"
Radisson Blu Hotel New Delhi Paschim Vihar,"₹ 7,350",6.5,Review score,"1,836","Pashim Vihar, New Delhi",Superior Double or Twin Room,Beds: 1 double or 2 singles,"+₹ 1,249 taxes and charges",5,1 night, 2 adults,"₹ 7,350",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
"Fortune Park Orange, Sidhrawali - Member ITC's Hotel Group","₹ 8,000",8.0,Very good,75,Bhiwadi,Deluxe Double Room,1 extra-large double bed,"+₹ 1,440 taxes and charges",4,1 night, 2 adults,"₹ 8,000",False,True,2024-03-05,2024-03-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Spa and wellness centre, Fitness centre, Tea/coffee maker in all rooms, Bar, Very good breakfast"
