hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
The Leela Ambience Gurugram Hotel & Residences,"₹ 22,000",8.8,Fabulous,"1,640","DLF Cyber City, Gurgaon",Deluxe King Room,1 extra-large double bed,"+₹ 3,960 taxes and charges",5,1 night, 2 adults,"₹ 22,000",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Bar, Fabulous breakfast"
FabExpress Indraprastha,"₹ 1,536",7.9,Good,10,"East Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 184 taxes and charges,3,1 night, 2 adults,"₹ 3,340",False,True,2023-09-05,2023-09-06,"Free WiFi, Free parking"
The Westin Sohna Resort & Spa,"₹ 20,500",8.4,Very good,394,Gurgaon,"Premier Room, Guest room, 1 King, Garden view",1 extra-large double bed,"+₹ 3,690 taxes and charges",5,1 night, 2 adults,"₹ 20,500",True,True,2023-09-05,2023-09-06,"2 swimming pools, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Joey's Hostel,"₹ 2,849",8.3,Very good,"1,107","East Delhi, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 342 taxes and charges,0,1 night, 2 adults,"₹ 2,849",False,True,2023-09-05,2023-09-06,"Non-smoking rooms, Free WiFi, Parking on site, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Air conditioning, Good breakfast"
Hotel namo,₹ 624,8.0,Very good,48,Alwar,Deluxe Double Room,1 double bed,+₹ 75 taxes and charges,0,1 night, 2 adults,₹ 624,False,True,2023-09-05,2023-09-06,"Free WiFi, Free parking, Family rooms, Non-smoking rooms, Room service, Tea/coffee maker in all rooms"
Sandal Suites by Lemon Tree Hotels,"₹ 5,678",7.4,Good,302,Noida,Standard Twin Room,2 large double beds,"+₹ 1,351 taxes and charges",5,1 night, 2 adults,"₹ 9,464",False,True,2023-09-05,2023-09-06,"Non-smoking rooms, Room service, Family rooms, Free WiFi, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Good breakfast"
"Crowne Plaza New Delhi Mayur Vihar Noida, an IHG Hotel","₹ 15,149",8.2,Very good,"2,190","Mayur Vihar Phase 1, New Delhi",Superior King or Twin Room with 4 pints beer and 15% off on Food & Soft Beverages and SPA,Beds: 1 double or 2 singles,"+₹ 2,727 taxes and charges",5,1 night, 2 adults,"₹ 15,149",False,False,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Bar, Good breakfast"
Shri Radha Brij Vasundhara Resort & Spa,"₹ 4,700",9.0,Superb,16,Govardhan,One-Bedroom Cottage,1 double bed,+₹ 564 taxes and charges,4,1 night, 2 adults,"₹ 4,700",True,True,2023-09-05,2023-09-06,"2 swimming pools, Free WiFi, Free parking, Family rooms, Restaurant, Non-smoking rooms, Room service, Spa and wellness centre, Fitness centre, Breakfast"
Aadvan Farmhouse,"₹ 9,450",NA,NA,NA,Sohna,Double Room with Balcony,"4 beds (2 doubles, 2 large doubles)","+₹ 1,701 taxes and charges",0,1 night, 2 adults,"₹ 9,450",True,True,2023-09-05,2023-09-06,"Swimming Pool, Free WiFi, Free parking"
The Prime Delhi,"₹ 3,750",8.3,Very good,"1,568","Paharganj, New Delhi",Superior Double or Twin Room,Multiple bed types,+₹ 450 taxes and charges,4,1 night, 2 adults,"₹ 5,000",False,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Family rooms, Free WiFi, Free parking, Tea/coffee maker in all rooms, Very good breakfast"
"Holiday Inn New Delhi Mayur Vihar Noida, an IHG Hotel","₹ 26,599",7.5,Good,"1,919","Mayur Vihar Phase 1, New Delhi",1 KING BED STANDARD SMOKING,1 extra-large double bed,"+₹ 4,788 taxes and charges",5,1 night, 2 adults,"₹ 26,599",False,False,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Good breakfast"
Park Inn By Radisson Gurgaon Bilaspur,"₹ 4,999",7.6,Good,277,Manesar,Superior Double or Twin Room,Beds: 1 double or 2 singles,+₹ 600 taxes and charges,4,1 night, 2 adults,"₹ 4,999",False,False,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Free WiFi, Breakfast"
"Vivanta New Delhi, Dwarka","₹ 9,608",8.1,Very good,"2,506","Dwarka, New Delhi",Superior Room City View King Bed,1 extra-large double bed,"+₹ 1,729 taxes and charges",5,1 night, 2 adults,"₹ 9,608",False,True,2023-09-05,2023-09-06,"2 swimming pools, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Private parking, Bar, Very good breakfast"
The Grand Barso (A Luxury Heritage),"₹ 4,600",6.6,Review score,11,Bharatpur,Double Room with Garden View,1 extra-large double bed,+₹ 552 taxes and charges,0,1 night, 2 adults,"₹ 4,600",False,True,2023-09-05,2023-09-06,"Free parking, Restaurant, Non-smoking rooms, Room service, Breakfast"
Roseate House New Delhi,"₹ 26,974",7.9,Good,"1,347","South West, New Delhi",Deluxe Room,Multiple bed types,"+₹ 4,855 taxes and charges",5,1 night, 2 adults,"₹ 26,974",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Bar, Good breakfast"
Saltstayz Hotel Huda City Center,"₹ 1,988",8.6,Fabulous,190,Gurgaon,Deluxe Room,1 extra-large double bed,+₹ 238 taxes and charges,3,1 night, 2 adults,"₹ 2,650",True,True,2023-09-05,2023-09-06,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Free WiFi, Free parking, 24-hour front desk, Very good breakfast"
Treebo Trend Torque,"₹ 4,897",8.0,Very good,23,Greater Noida,Standard Double Room,1 large double bed,+₹ 588 taxes and charges,3,1 night, 2 adults,"₹ 11,129",True,True,2023-09-05,2023-09-06,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free WiFi, Free parking, Good breakfast"
The Vanaashrya Sariska,"₹ 9,976",8.3,Very good,174,Tehla,Luxury Cottage,Entire bungalow • 1 bathroom • 60m²,"+₹ 1,796 taxes and charges",4,1 night, 2 adults,"₹ 9,976",True,True,2023-09-05,2023-09-06,"Free parking, Restaurant, Non-smoking rooms, Bar, Good breakfast"
Taj City Centre Gurugram,"₹ 16,500",8.7,Fabulous,"1,969","Sector 40 - 44, Gurgaon","Superior Room king bed with upgrade to Deluxe Room (Subject to avl),10% discount on food & Soft Beverages",1 extra-large double bed,"+₹ 2,970 taxes and charges",5,1 night, 2 adults,"₹ 16,500",False,True,2023-09-05,2023-09-06,"2 swimming pools, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Fabulous breakfast"
Radisson Blu Hotel New Delhi Paschim Vihar,"₹ 10,000",6.5,Review score,"1,836","Pashim Vihar, New Delhi",Superior Double or Twin Room,Beds: 1 double or 2 singles,"+₹ 2,300 taxes and charges",5,1 night, 2 adults,"₹ 10,000",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Good breakfast"
The Suryaa New Delhi,"₹ 8,907",7.4,Good,"1,088","New Friends Colony, New Delhi",Deluxe Room with 10% Discount on Food & Beverage,1 extra-large double bed,"+₹ 1,603 taxes and charges",5,1 night, 2 adults,"₹ 8,907",True,True,2023-09-05,2023-09-06,"2 swimming pools, Airport shuttle (free), Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Good breakfast"
"Fortune Park Orange, Sidhrawali - Member ITC's Hotel Group","₹ 3,200",8.0,Very good,75,Bhiwadi,Deluxe Twin Room,2 single beds,+₹ 384 taxes and charges,4,1 night, 2 adults,"₹ 3,200",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hilton Garden Inn New Delhi/Saket,"₹ 9,500",7.5,Good,"1,339","Saket, New Delhi",King Guest Room,1 large double bed,"+₹ 1,710 taxes and charges",5,1 night, 2 adults,"₹ 9,500",True,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Tea/coffee maker in all rooms, Bar, Good breakfast"
Trident Gurgaon,"₹ 23,400",9.1,Superb,"1,077","Udyog Vihar, Gurgaon",Superior Double or Twin Room with Garden View,1 extra-large double bed,"+₹ 4,212 taxes and charges",5,1 night, 2 adults,"₹ 23,400",False,False,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Fabulous breakfast"
Southwest Inn - Boutique Hotel,"₹ 2,867",6.2,Review score,308,"Dwarka, New Delhi",Superior Double or Twin Room,1 large double bed,+₹ 344 taxes and charges,3,1 night, 2 adults,"₹ 6,100",False,True,2023-09-05,2023-09-06,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Free WiFi, Free parking, 24-hour front desk, Terrace, Breakfast"
Heritage Village Resort & Spa Manesar-Gurgaon,"₹ 17,499",8.2,Very good,592,"IMT Manesar, Gurgaon",Heritage Superior Room - Complimentary Evening Hi-Tea & Snacks with Live Music,1 double bed,"+₹ 3,150 taxes and charges",5,1 night, 2 adults,"₹ 17,499",True,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Very good breakfast"
"Four Points by Sheraton New Delhi, Airport Highway","₹ 11,500",7.9,Good,386,"South West, New Delhi",Guest room with Twin/Single Bed(s),2 single beds,"+₹ 2,070 taxes and charges",4,1 night, 2 adults,"₹ 11,500",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Non-smoking rooms, Room service, Fitness centre, Restaurant, Facilities for disabled guests, 24-hour front desk, Garden, Tea/coffee maker in all rooms, Good breakfast"
"Nemesia City Center - Gurugram, Sector 29","₹ 9,000",7.8,Good,485,"City Center - Sector 29, Gurgaon",Standard King Room with 10% discount on F&B,1 extra-large double bed,"+₹ 1,620 taxes and charges",4,1 night, 2 adults,"₹ 9,000",False,False,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Good breakfast"
FabExpress Chawla House,"₹ 1,645",7.7,Good,6,"East Delhi, New Delhi",Deluxe Room,1 double bed,+₹ 70 taxes and charges,3,1 night, 2 adults,"₹ 3,576",False,True,2023-09-05,2023-09-06,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
The Ashtan Sarovar Portico,"₹ 6,749",7.6,Good,127,"South Delhi, New Delhi",Superior Room - 1 Double Bed 220Sqft,NA,+₹ 810 taxes and charges,4,1 night, 2 adults,"₹ 6,749",False,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, 24-hour front desk, Terrace, Good breakfast"
DoubleTree by Hilton Gurgaon New Delhi NCR,"₹ 16,749",7.5,Good,964,"Golf Course Road, Gurgaon",King Room,1 large double bed,"+₹ 3,015 taxes and charges",5,1 night, 2 adults,"₹ 16,749",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Good breakfast"
Le Meridien New Delhi,"₹ 19,650",7.7,Good,"1,055","Central Delhi, New Delhi",Executive Double or Twin Room,Beds: 1 double or 2 singles,"+₹ 3,537 taxes and charges",5,1 night, 2 adults,"₹ 19,650",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Good breakfast"
"Radisson Blu Hotel, Greater Noida","₹ 20,399",7.3,Good,820,Greater Noida,Superior Double or Twin Room,Multiple bed types,"+₹ 3,672 taxes and charges",5,1 night, 2 adults,"₹ 20,399",True,False,2023-09-05,2023-09-06,"Outdoor swimming pool, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Tea/coffee maker in all rooms, Bar, Good breakfast"
Airport Hotel Mars,₹ 539,8.1,Very good,13,"South West, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 65 taxes and charges,3,1 night, 2 adults,₹ 539,False,False,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, 24-hour front desk, Terrace, Laundry, Breakfast"
OYO Hotel The Grand Shyoraj,"₹ 1,103",8.0,Very good,1,Kakaur,Classic Triple Room,1 large double bed,+₹ 164 taxes and charges,3,1 night, 2 adults,"₹ 2,250",False,True,2023-09-05,2023-09-06,Room service
Krishna Enclave,"₹ 1,773",NA,NA,NA,Ghaziabad,Double Room with Terrace,"2 beds (1 single, 1 double)",+₹ 213 taxes and charges,0,1 night, 2 adults,"₹ 1,773",False,True,2023-09-05,2023-09-06,
"Holiday Inn Express New Delhi International Airport T3, an IHG Hotel","₹ 13,501",7.1,Good,961,"South West, New Delhi",Standard Double Room - International Wing,1 double bed,"+₹ 2,430 taxes and charges",4,1 night, 2 adults,"₹ 13,501",True,False,2023-09-05,2023-09-06,"Non-smoking rooms, Spa and wellness centre, Fitness centre, Restaurant, Free WiFi, Facilities for disabled guests, 24-hour front desk, Bar, Tea/coffee maker in all rooms, Good breakfast"
OYO 81159 Hotel Crown,"₹ 2,168",NA,NA,NA,Pānīpat,Classic Triple Room,1 large double bed,+₹ 292 taxes and charges,3,1 night, 2 adults,"₹ 2,168",False,True,2023-09-05,2023-09-06,Room service
Home@F37 Kailash Colony Metro,"₹ 3,500",8.3,Very good,225,"South Delhi, New Delhi",Super Deluxe Double Room,1 large double bed,+₹ 420 taxes and charges,3,1 night, 2 adults,"₹ 3,500",False,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Laundry, Air conditioning, Tea/coffee maker in all rooms, Breakfast"
The Leela Ambience Convention Hotel Delhi,"₹ 9,999",8.4,Very good,"1,282","East Delhi, New Delhi",Deluxe Room with Bathtub,1 extra-large double bed,"+₹ 1,800 taxes and charges",5,1 night, 2 adults,"₹ 9,999",False,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Blue Pearl,"₹ 2,850",8.2,Very good,"2,067","Paharganj, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 342 taxes and charges,3,1 night, 2 adults,"₹ 3,800",True,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, Free parking, Facilities for disabled guests, 24-hour front desk, Tea/coffee maker in all rooms, Very good breakfast"
"Park Inn by Radisson,South Delhi","₹ 8,999",7.6,Good,"1,110","South Delhi, New Delhi",Superior Room,1 large double bed,"+₹ 1,620 taxes and charges",5,1 night, 2 adults,"₹ 8,999",True,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Tea/coffee maker in all rooms, Bar, Good breakfast"
Sterling Sariska,"₹ 5,265",6.5,Review score,33,Akbarpur,Classic Double Room,1 double bed,+₹ 632 taxes and charges,3,1 night, 2 adults,"₹ 5,265",True,True,2023-09-05,2023-09-06,"Outdoor swimming pool, Free parking, Restaurant, Free WiFi"
Thikana Delhi ( Boutique B&B),"₹ 5,600",8.7,Fabulous,85,"South Delhi, New Delhi",Standard Double Room,1 double bed,+₹ 672 taxes and charges,0,1 night, 2 adults,"₹ 5,600",False,True,2023-09-05,2023-09-06,"Airport shuttle, Non-smoking rooms, Family rooms, Free WiFi, Free parking, Terrace, Garden, Laundry, Tea/coffee maker in all rooms, Superb breakfast"
